loan_id,age,gender,education,employment_status,employment_years,dependents,applicant_income,coapplicant_income,total_income,loan_amount,loan_term_months,credit_score,existing_emis,monthly_obligations,dti_ratio,collateral_value,loan_to_value,property_area,loan_status
LN005344,31,Male,Graduate,Salaried,8.0,0,23088,0.0,23088,50243,240,656.0,4,28975,15.1684,75282.0,0.6674,Rural,Rejected
LN005345,31,Female,Not Graduate,Business,9.0,1,13128,28685.0,41813,66591,84,584.0,0,0,0.2273,140026.0,0.4756,Semiurban,Approved
LN005346,41,Female,Not Graduate,Salaried,2.0,2,29653,0.0,29653,96766,180,688.0,1,5553,2.4645,240739.0,0.402,Rural,Rejected
LN005347,41,Male,Not Graduate,Self-Employed,9.0,0,43475,0.0,43475,167927,180,636.0,0,0,0.2573,90836.0,1.8487,Urban,Approved
LN005348,42,Male,Not Graduate,Business,18.0,1,87337,0.0,87337,396550,60,681.0,1,4049,1.4644,779290.0,0.5089,Urban,Rejected
LN005349,27,Male,Graduate,Salaried,2.0,0,8836,0.0,8836,31255,84,,1,5528,8.0127,23245.0,1.3446,Rural,Rejected
LN005350,37,Female,Graduate,Salaried,0.0,1,66996,0.0,66996,238173,360,622.0,1,6851,1.3455,460899.0,0.5168,Semiurban,Rejected
LN005351,22,Female,Graduate,Business,9.0,0,57567,0.0,57567,188401,240,699.0,0,0,0.1636,238313.0,0.7906,Rural,Approved
LN005352,32,Female,Not Graduate,Business,,1,88394,0.0,88394,418656,120,760.0,2,11814,2.0773,269152.0,1.5555,Urban,Approved
LN005353,62,Female,Graduate,Salaried,4.0,1,30781,0.0,30781,138742,360,613.0,4,47084,18.5058,286102.0,0.4849,Urban,Rejected
LN005354,38,Male,Graduate,Self-Employed,0.0,3,55107,30955.0,86062,282153,180,681.0,0,0,0.2185,,0.9736,Urban,Approved
LN005355,31,Male,Graduate,Unemployed,0.0,1,11326,6800.0,18126,70120,240,549.0,4,20413,13.7074,43822.0,1.6001,Rural,Rejected
LN005356,36,Male,Graduate,Salaried,9.0,2,50145,0.0,50145,189712,180,606.0,1,3043,0.9802,407604.0,0.4654,Rural,Rejected
LN005357,38,Female,Graduate,Salaried,5.0,4,13686,0.0,13686,32401,360,546.0,0,0,0.0789,57095.0,0.5675,Rural,Rejected
LN005358,55,Female,Graduate,Self-Employed,4.0,2,99950,33198.0,133148,310389,240,638.0,0,0,0.1165,706437.0,0.4394,Semiurban,Approved
LN005359,46,Male,Graduate,Salaried,0.0,1,5000,0.0,5000,24983,24,690.0,0,0,2.496,39104.0,0.6389,Urban,Rejected
LN005360,36,Male,Graduate,Self-Employed,9.0,0,61149,0.0,61149,267797,180,692.0,3,16861,3.6006,425388.0,0.6295,Semiurban,Approved
LN005361,26,Female,Not Graduate,Self-Employed,4.0,3,62157,17538.0,79695,327680,120,761.0,0,0,0.4111,558157.0,0.5871,Semiurban,Approved
LN005362,64,Male,Not Graduate,Salaried,10.0,2,29319,21111.0,50430,238846,36,583.0,0,0,1.5786,294858.0,0.81,Semiurban,Rejected
LN005363,63,Female,Graduate,Business,14.0,0,75357,0.0,75357,305316,240,515.0,2,8815,1.6063,712684.0,0.4284,Semiurban,Rejected
LN005364,62,Male,Not Graduate,Salaried,16.0,0,42908,18149.0,61057,263283,120,603.0,4,15385,3.4549,317936.0,0.8281,Semiurban,Rejected
LN005365,32,Male,Not Graduate,Salaried,5.0,1,26946,30080.0,57026,143071,60,643.0,2,11242,2.8673,263854.0,0.5422,Semiurban,Rejected
LN005366,33,Male,Graduate,Salaried,3.0,0,5000,0.0,5000,16388,84,507.0,0,0,0.468,11226.0,1.4598,Rural,Rejected
LN005367,24,Female,Not Graduate,Business,14.0,2,60800,0.0,60800,182143,60,568.0,0,0,0.599,,0.8849,Rural,Rejected
LN005368,59,Female,Not Graduate,Salaried,4.0,0,68162,0.0,68162,180001,180,625.0,2,10748,2.0682,169521.0,1.0618,Urban,Rejected
LN005369,22,Male,Graduate,Salaried,6.0,1,24117,11471.0,35588,145788,180,755.0,1,5631,2.1715,300671.0,0.4849,Urban,Approved
LN005370,46,Female,Graduate,Unemployed,0.0,0,7208,0.0,7208,22361,84,705.0,0,0,0.4428,35263.0,0.6341,Urban,Rejected
LN005371,47,Female,Graduate,Unemployed,0.0,1,7523,0.0,7523,35380,84,777.0,2,10143,16.8507,43816.0,0.8075,Semiurban,Rejected
LN005372,47,Female,Not Graduate,Salaried,4.0,0,32524,0.0,32524,94264,36,554.0,3,13192,5.8332,90483.0,1.0418,Semiurban,Rejected
LN005373,35,Male,Graduate,Salaried,12.0,2,16970,28682.0,45652,138537,360,680.0,1,5190,1.4652,122575.0,1.1302,Rural,Rejected
LN005374,28,Female,Not Graduate,Self-Employed,3.0,3,75665,0.0,75665,349315,84,655.0,1,11071,2.4152,582297.0,0.5999,Rural,Rejected
LN005375,27,Male,Graduate,Self-Employed,4.0,3,62828,0.0,62828,100741,180,492.0,3,22445,4.3937,147352.0,0.6837,Urban,Rejected
LN005376,60,Male,Graduate,Business,5.0,0,67293,0.0,67293,222776,60,586.0,2,22631,4.6976,433357.0,0.5141,Semiurban,Rejected
LN005377,32,Male,Graduate,Salaried,11.0,1,22135,0.0,22135,52502,240,633.0,0,0,0.1182,128331.0,0.4091,Semiurban,Approved
LN005378,33,Male,Graduate,Salaried,10.0,1,29871,22460.0,52331,157132,180,722.0,0,0,0.2,149700.0,1.0496,Rural,Approved
LN005379,63,Female,Not Graduate,Self-Employed,5.0,4,67050,25482.0,92532,355250,36,571.0,1,6616,2.1377,495552.0,0.7169,Semiurban,Rejected
LN005380,37,Male,Not Graduate,Self-Employed,3.0,2,64521,9868.0,74389,272891,12,678.0,0,0,3.6683,434950.0,0.6274,Semiurban,Rejected
LN005381,37,Male,Graduate,Self-Employed,7.0,0,52780,0.0,52780,142118,12,576.0,1,7758,4.4565,,0.608,Semiurban,Rejected
LN005382,56,Female,Graduate,Business,9.0,0,100497,0.0,100497,262716,84,755.0,1,5981,1.0876,175089.0,1.5005,Semiurban,Approved
LN005383,41,Female,Not Graduate,Self-Employed,1.0,2,105960,40958.0,146918,408897,120,612.0,1,3198,0.5395,452391.0,0.9039,Rural,Rejected
LN005384,28,Female,Not Graduate,Salaried,11.0,0,56526,,56526,231052,360,621.0,0,0,0.1361,320168.0,0.7217,Urban,Approved
LN005385,25,Male,Not Graduate,Self-Employed,10.0,4,22617,0.0,22617,69266,360,655.0,1,8587,4.6579,62079.0,1.1158,Semiurban,Rejected
LN005386,46,Female,Graduate,Salaried,2.0,4,65358,0.0,65358,131378,36,513.0,1,8560,2.2416,303925.0,0.4323,Rural,Rejected
LN005387,36,Male,Not Graduate,Salaried,5.0,2,36288,0.0,36288,171021,180,626.0,0,0,0.3142,115702.0,1.4781,Urban,Rejected
LN005388,56,Female,Not Graduate,Unemployed,0.0,0,13764,30142.0,43906,118535,60,688.0,4,30617,8.9078,94579.0,1.2533,Rural,Rejected
LN005389,48,Female,Graduate,Self-Employed,8.0,1,47660,0.0,47660,147684,12,618.0,0,0,3.0987,163858.0,0.9013,Rural,Rejected
LN005390,49,Female,Graduate,Salaried,11.0,1,13497,0.0,13497,44238,180,620.0,2,19681,17.7159,46115.0,0.9593,Semiurban,Rejected
LN005391,32,Male,Graduate,Salaried,2.0,2,43403,0.0,43403,173826,60,,0,0,0.801,135380.0,1.284,Urban,Rejected
LN005392,57,Male,Not Graduate,Salaried,3.0,0,60246,0.0,60246,150570,84,629.0,1,7065,1.7642,321319.0,0.4686,Rural,Rejected
LN005393,50,Male,Graduate,Salaried,7.0,1,24921,34737.0,59658,250469,60,703.0,2,14728,3.8021,554614.0,0.4516,Urban,Approved
LN005394,43,Male,Graduate,Self-Employed,1.0,0,44329,15049.0,59378,89670,60,762.0,1,9544,2.2307,148902.0,0.6022,Semiurban,Approved
LN005395,36,Male,Graduate,Self-Employed,4.0,1,106160,11276.0,117436,480794,24,567.0,4,24045,4.504,949588.0,0.5063,Rural,Rejected
LN005396,34,Female,Graduate,Salaried,12.0,4,59270,29546.0,88816,185418,240,771.0,1,10278,1.493,344211.0,0.5387,Semiurban,Approved
LN005397,30,Male,Graduate,Salaried,7.0,3,53407,22029.0,75436,162135,60,812.0,2,16795,3.1015,399676.0,0.4057,Urban,Approved
LN005398,27,Female,Not Graduate,Salaried,1.0,2,50187,15957.0,66144,224576,360,649.0,1,3836,0.809,403360.0,0.5568,Rural,Rejected
LN005399,57,Male,Graduate,Salaried,10.0,3,44432,,86088,221764,360,585.0,0,0,0.0859,229860.0,0.9648,Rural,Rejected
LN005400,49,Male,Graduate,Salaried,10.0,0,26771,0.0,26771,53169,360,654.0,0,0,0.0659,124482.0,0.4271,Semiurban,Approved
LN005401,23,Female,Graduate,Business,17.0,2,59196,0.0,59196,126422,360,670.0,2,22684,4.6696,164323.0,0.7694,Rural,Rejected
LN005402,35,Female,Graduate,Business,1.0,1,132750,0.0,132750,621277,24,643.0,0,0,2.34,525810.0,1.1816,Semiurban,Rejected
LN005403,56,Male,Graduate,Unemployed,0.0,1,9194,30046.0,39240,156050,180,440.0,1,8274,2.7951,363425.0,0.4294,Semiurban,Rejected
LN005404,39,Male,Graduate,Self-Employed,7.0,1,10546,0.0,10546,21534,36,653.0,3,30503,35.389,,1.0204,Urban,Rejected
LN005405,33,Female,Graduate,Self-Employed,3.0,3,57547,0.0,57547,248520,120,675.0,0,0,0.4319,532763.0,0.4665,Semiurban,Approved
LN005406,62,Male,Not Graduate,Salaried,1.0,1,10543,0.0,10543,51127,120,710.0,1,6529,7.9162,79265.0,0.645,Semiurban,Rejected
LN005407,41,Male,Graduate,Salaried,8.0,2,29441,24597.0,54038,100393,24,801.0,0,0,0.9289,121755.0,0.8245,Semiurban,Approved
LN005408,57,Female,Not Graduate,Self-Employed,6.0,2,11401,26804.0,38205,152236,120,532.0,2,6628,2.4801,293492.0,0.5187,Semiurban,Rejected
LN005409,47,Male,Graduate,Salaried,5.0,0,39895,20382.0,60277,147304,84,735.0,1,4865,1.3175,347269.0,0.4242,Rural,Approved
LN005410,49,Male,Graduate,Business,10.0,0,89913,0.0,89913,303839,180,603.0,1,11768,1.7957,461347.0,0.6586,Urban,Rejected
LN005411,40,Female,Not Graduate,Salaried,5.0,3,62198,15861.0,78059,179654,120,576.0,0,0,0.2301,264052.0,0.6804,Rural,Rejected
LN005412,45,Female,Graduate,Unemployed,0.0,1,12892,34509.0,47401,94771,180,706.0,2,20718,5.3781,73257.0,1.2937,Urban,Rejected
LN005413,26,Male,Not Graduate,Salaried,9.0,3,32684,0.0,32684,112107,12,742.0,2,20072,10.7994,56076.0,1.9992,Rural,Rejected
LN005414,56,Male,Graduate,Salaried,8.0,0,26309,31123.0,57432,253307,240,669.0,2,21533,4.7196,401965.0,0.6302,Urban,Rejected
LN005415,22,Male,Graduate,Business,6.0,3,97980,45837.0,143817,701802,180,620.0,2,17001,1.7438,1166295.0,0.6017,Urban,Rejected
LN005416,42,Female,Graduate,Salaried,2.0,3,14635,0.0,14635,63401,60,623.0,1,4491,4.5483,120597.0,0.5257,Semiurban,Rejected
LN005417,52,Female,Not Graduate,Business,9.0,1,140610,32669.0,173279,417755,120,827.0,0,0,0.2411,772295.0,0.5409,Semiurban,Approved
LN005418,36,Male,Not Graduate,Salaried,14.0,1,46392,,81599,304478,84,623.0,0,0,0.5329,,0.9385,Rural,Rejected
LN005419,38,Male,Graduate,Self-Employed,1.0,1,25670,0.0,25670,50791,360,708.0,1,10008,4.7444,32905.0,1.5436,Urban,Rejected
LN005420,25,Male,Graduate,Salaried,0.0,0,27794,18782.0,46576,137128,240,638.0,1,8927,2.4471,163867.0,0.8368,Urban,Rejected
LN005421,56,Male,Graduate,Salaried,11.0,2,32083,23455.0,55538,112227,36,654.0,1,4176,1.5758,217772.0,0.5153,Semiurban,Approved
LN005422,50,Female,Not Graduate,Self-Employed,1.0,0,52739,14407.0,67146,281981,240,,0,0,0.2098,555177.0,0.5079,Urban,Approved
LN005423,39,Male,Graduate,Salaried,13.0,3,44511,26344.0,70855,143399,180,799.0,4,31284,5.4331,238340.0,0.6017,Semiurban,Approved
LN005424,43,Male,Graduate,Salaried,13.0,3,35945,0.0,35945,147250,60,606.0,2,17647,6.7106,118562.0,1.242,Rural,Rejected
LN005425,54,Male,Graduate,Business,12.0,2,93049,0.0,93049,172689,360,601.0,0,0,0.0618,191797.0,0.9004,Semiurban,Approved
LN005426,33,Male,Not Graduate,Business,4.0,0,61227,0.0,61227,208468,120,669.0,2,16927,3.658,348608.0,0.598,Semiurban,Rejected
LN005427,63,Male,Graduate,Salaried,7.0,0,61644,0.0,61644,137095,240,612.0,0,0,0.1112,126088.0,1.0873,Urban,Approved
LN005428,49,Female,Not Graduate,Salaried,10.0,3,51478,22032.0,73510,148619,180,513.0,1,7632,1.3805,250330.0,0.5937,Urban,Rejected
LN005429,56,Female,Not Graduate,Self-Employed,5.0,3,82322,0.0,82322,249584,240,543.0,0,0,0.1515,147526.0,1.6918,Semiurban,Rejected
LN005430,42,Female,Graduate,Business,5.0,1,94560,0.0,94560,460758,36,671.0,0,0,1.6241,538605.0,0.8555,Rural,Rejected
LN005431,56,Female,Graduate,Unemployed,0.0,1,15852,0.0,15852,28613,60,653.0,0,0,0.3603,36514.0,0.7836,Semiurban,Rejected
LN005432,29,Female,Graduate,Salaried,0.0,1,8156,0.0,8156,24908,240,488.0,0,0,0.1515,28832.0,0.8639,Semiurban,Rejected
LN005433,59,Female,Graduate,Self-Employed,0.0,3,54555,0.0,54555,99512,36,631.0,3,23235,5.7188,82929.0,1.2,Semiurban,Rejected
LN005434,39,Female,Graduate,Salaried,9.0,2,62594,0.0,62594,147268,240,716.0,0,0,0.1175,108672.0,1.3552,Rural,Approved
LN005435,58,Male,Not Graduate,Salaried,0.0,0,55132,0.0,55132,135211,84,712.0,2,20365,4.7828,251897.0,0.5368,Semiurban,Approved
LN005436,26,Male,Not Graduate,Salaried,14.0,2,49199,45645.0,94844,310548,180,613.0,1,10684,1.57,234351.0,1.3251,Rural,Rejected
LN005437,35,Male,Not Graduate,Salaried,1.0,0,29599,0.0,29599,125441,120,693.0,1,5590,2.69,67900.0,1.8474,Semiurban,Rejected
LN005438,40,Female,Not Graduate,Self-Employed,0.0,2,72141,0.0,72141,192683,180,539.0,1,8562,1.6022,408766.0,0.4714,Urban,Rejected
LN005439,29,Female,Graduate,Salaried,14.0,2,47171,35638.0,82809,350347,180,717.0,1,6184,1.1781,815483.0,0.4296,Urban,Approved
LN005440,52,Male,Graduate,Business,16.0,3,27786,0.0,27786,43251,120,635.0,2,8777,3.946,66088.0,0.6544,Urban,Rejected
LN005441,24,Male,Graduate,Self-Employed,0.0,2,81179,0.0,81179,137551,360,705.0,3,35427,5.2933,99925.0,1.3765,Urban,Rejected
LN005442,38,Male,Graduate,Salaried,7.0,0,37296,,37296,78067,360,676.0,3,30248,9.8018,134646.0,0.5798,Semiurban,Rejected
LN005443,25,Male,Graduate,Business,11.0,2,40545,40059.0,80604,247231,360,709.0,1,11970,1.8842,299199.0,0.8263,Urban,Approved
LN005444,40,Male,Graduate,Unemployed,0.0,3,5000,0.0,5000,13937,240,804.0,1,3484,8.5008,13586.0,1.0258,Semiurban,Rejected
LN005445,43,Male,Not Graduate,Self-Employed,10.0,2,42060,26903.0,68963,278152,36,795.0,0,0,1.3444,623557.0,0.4461,Urban,Approved
LN005446,31,Male,Not Graduate,Salaried,8.0,0,43900,0.0,43900,218398,360,542.0,1,3862,1.2213,360689.0,0.6055,Urban,Rejected
LN005447,57,Female,Not Graduate,Salaried,19.0,0,33295,,33295,142952,180,622.0,0,0,0.2862,241820.0,0.5912,Semiurban,Approved
LN005448,42,Female,Graduate,Salaried,0.0,0,26515,0.0,26515,115649,36,762.0,0,0,1.4537,231412.0,0.4998,Semiurban,Rejected
LN005449,24,Female,Not Graduate,Salaried,3.0,0,29676,0.0,29676,147111,180,583.0,0,0,0.3304,97899.0,1.5027,Rural,Rejected
LN005450,49,Female,Graduate,Salaried,1.0,0,42749,0.0,42749,133361,84,812.0,0,0,0.4455,202389.0,0.6589,Urban,Approved
LN005451,64,Female,Graduate,Self-Employed,,0,78840,23846.0,102686,501411,360,660.0,1,9231,1.2414,493218.0,1.0166,Semiurban,Rejected
LN005452,54,Female,Graduate,Salaried,7.0,3,40915,27122.0,68037,241142,240,,1,8071,1.6006,228756.0,1.0541,Rural,Rejected
LN005453,33,Female,Graduate,Salaried,4.0,2,66628,41184.0,107812,417087,180,661.0,4,17601,2.217,476418.0,0.8755,Semiurban,Rejected
LN005454,62,Female,Not Graduate,Salaried,9.0,1,26564,0.0,26564,42606,60,597.0,0,0,0.3207,54227.0,0.7857,Rural,Rejected
LN005455,29,Male,Graduate,Salaried,2.0,0,30340,0.0,30340,95236,240,629.0,1,5746,2.4293,60796.0,1.5665,Urban,Rejected
LN005456,62,Male,Graduate,Salaried,5.0,4,48378,37286.0,85664,420789,360,670.0,2,10681,1.6598,855542.0,0.4918,Urban,Rejected
LN005457,51,Female,Graduate,Salaried,8.0,1,37541,21099.0,58640,279238,180,600.0,1,5276,1.3971,,0.4126,Urban,Rejected
LN005458,27,Male,Not Graduate,Business,14.0,4,125544,0.0,125544,358202,360,660.0,2,14203,1.4527,,0.47,Urban,Approved
LN005459,24,Male,Graduate,Self-Employed,1.0,2,21015,8465.0,29480,103181,60,600.0,1,3104,1.9632,190622.0,0.5413,Semiurban,Rejected
LN005460,39,Male,Not Graduate,Salaried,9.0,0,44349,0.0,44349,198242,120,619.0,1,5661,1.9788,473373.0,0.4188,Semiurban,Rejected
LN005461,62,Male,Not Graduate,Business,14.0,3,107555,38632.0,146187,379923,36,561.0,1,8581,1.5706,520790.0,0.7295,Urban,Rejected
LN005462,50,Female,Not Graduate,Business,,1,7490,17903.0,25393,57442,240,627.0,0,0,0.1129,132728.0,0.4328,Semiurban,Approved
LN005463,51,Male,Graduate,Salaried,4.0,1,20281,0.0,20281,40939,120,711.0,0,0,0.2018,88263.0,0.4638,Rural,Approved
LN005464,55,Male,Graduate,Salaried,1.0,2,30694,17347.0,48041,93337,360,670.0,0,0,0.0647,,0.5735,Semiurban,Approved
LN005465,41,Male,Graduate,Salaried,19.0,2,19696,0.0,19696,91012,360,753.0,3,32292,19.8278,202256.0,0.45,Urban,Approved
LN005466,51,Female,Not Graduate,Salaried,9.0,2,38666,18746.0,57412,202570,180,650.0,0,0,0.2351,,1.2081,Urban,Approved
LN005467,39,Female,Not Graduate,Salaried,5.0,2,50265,21697.0,71962,242971,36,688.0,0,0,1.1254,230880.0,1.0524,Semiurban,Rejected
LN005468,51,Female,Graduate,Self-Employed,7.0,2,41667,0.0,41667,87708,84,702.0,3,35584,10.5488,96700.0,0.907,Semiurban,Rejected
LN005469,52,Female,Graduate,Business,6.0,2,109633,0.0,109633,316832,360,629.0,3,32332,3.6353,360723.0,0.8783,Rural,Rejected
LN005470,22,Male,Graduate,Salaried,8.0,3,24559,,24559,121974,180,509.0,0,0,0.3308,61469.0,1.9843,Rural,Rejected
LN005471,30,Male,Not Graduate,Salaried,10.0,2,28172,26465.0,54637,174174,36,561.0,0,0,1.0626,199801.0,0.8717,Rural,Rejected
LN005472,22,Male,Graduate,Salaried,6.0,0,29738,34134.0,63872,107928,24,815.0,0,0,0.8449,261322.0,0.413,Semiurban,Approved
LN005473,22,Female,Not Graduate,Business,10.0,2,71603,0.0,71603,207180,360,703.0,1,7585,1.3675,198688.0,1.0427,Urban,Rejected
LN005474,44,Female,Not Graduate,Salaried,7.0,0,15284,27740.0,43024,72683,240,588.0,1,5687,1.6704,50321.0,1.4444,Urban,Rejected
LN005475,37,Male,Graduate,Salaried,5.0,0,18156,,41488,156782,180,811.0,1,7905,2.5384,161141.0,0.9729,Semiurban,Approved
LN005476,52,Male,Graduate,Salaried,0.0,0,15940,0.0,15940,47304,24,581.0,1,10811,9.6226,55766.0,0.8483,Rural,Rejected
LN005477,36,Male,Not Graduate,Self-Employed,4.0,0,60871,0.0,60871,123728,180,493.0,1,6353,1.3879,100719.0,1.2284,Urban,Rejected
LN005478,36,Female,Graduate,Salaried,10.0,0,45044,0.0,45044,201110,360,677.0,2,9966,2.8037,440769.0,0.4563,Semiurban,Rejected
LN005479,59,Male,Graduate,Business,17.0,0,5000,19553.0,24553,87510,120,661.0,2,15187,7.7788,47877.0,1.8278,Semiurban,Rejected
LN005480,51,Male,Graduate,Salaried,5.0,2,64640,34987.0,99627,318625,240,576.0,0,0,0.1598,271151.0,1.1751,Urban,Approved
LN005481,63,Male,Graduate,Salaried,15.0,0,10648,32168.0,42816,182912,240,653.0,1,4737,1.5412,401360.0,0.4557,Urban,Rejected
LN005482,44,Female,Not Graduate,Salaried,6.0,0,53543,37099.0,90642,318062,240,610.0,4,27701,3.8427,245372.0,1.2962,Urban,Rejected
LN005483,21,Female,Graduate,Business,15.0,3,122206,0.0,122206,211221,120,659.0,2,15407,1.6857,490840.0,0.4303,Urban,Approved
LN005484,31,Male,Graduate,Salaried,16.0,3,57078,0.0,57078,137134,180,628.0,2,13962,3.0953,214716.0,0.6387,Semiurban,Rejected
LN005485,41,Female,Not Graduate,Business,1.0,1,54009,46988.0,100997,354233,36,776.0,1,4196,1.6676,392484.0,0.9025,Urban,Rejected
LN005486,24,Male,Graduate,Salaried,3.0,3,41645,0.0,41645,77845,60,704.0,2,7639,2.5749,56743.0,1.3719,Urban,Rejected
LN005487,27,Female,Graduate,Salaried,9.0,2,37225,0.0,37225,88417,84,777.0,1,5267,2.037,184866.0,0.4783,Urban,Approved
LN005488,46,Male,Not Graduate,Business,5.0,0,152176,37547.0,189723,687278,240,684.0,2,12364,0.9631,620683.0,1.1073,Semiurban,Rejected
LN005489,32,Female,Not Graduate,Salaried,6.0,2,36024,0.0,36024,170739,180,534.0,2,7795,2.9124,313078.0,0.5454,Semiurban,Rejected
LN005490,51,Male,Graduate,Salaried,14.0,3,60816,24298.0,85114,345816,120,560.0,0,0,0.4062,401672.0,0.8609,Semiurban,Rejected
LN005491,37,Male,Graduate,Salaried,8.0,2,24788,0.0,24788,81217,120,850.0,0,0,0.3273,113411.0,0.7161,Semiurban,Approved
LN005492,53,Female,Not Graduate,Salaried,6.0,0,30657,17958.0,48615,108979,120,391.0,1,9199,2.4948,220922.0,0.4933,Semiurban,Rejected
LN005493,31,Male,Graduate,Salaried,13.0,0,35470,0.0,35470,77114,180,645.0,2,14529,5.0602,84580.0,0.9117,Semiurban,Rejected
LN005494,48,Male,Graduate,Salaried,20.0,0,40281,0.0,40281,169842,180,479.0,2,19807,6.1816,,1.0806,Urban,Rejected
LN005495,52,Male,Graduate,Salaried,8.0,1,39194,23617.0,62811,297903,120,698.0,1,7586,1.9235,185886.0,1.6026,Urban,Rejected
LN005496,21,Male,Graduate,Salaried,9.0,1,31102,0.0,31102,59769,180,557.0,1,11113,4.4158,139694.0,0.4279,Rural,Rejected
LN005497,48,Male,Not Graduate,Self-Employed,9.0,1,5000,0.0,5000,19317,60,656.0,2,18157,44.3472,42176.0,0.458,Semiurban,Rejected
LN005498,62,Male,Graduate,Salaried,8.0,1,21047,0.0,21047,85188,180,678.0,3,32858,19.0038,144395.0,0.59,Rural,Rejected
LN005499,27,Female,Not Graduate,Self-Employed,7.0,1,68787,25802.0,94589,310812,360,722.0,1,3504,0.554,191945.0,1.6193,Rural,Rejected
LN005500,22,Female,Graduate,Salaried,7.0,1,53176,34021.0,87197,231864,120,645.0,0,0,0.2659,295748.0,0.784,Semiurban,Approved
LN005501,62,Male,Graduate,Self-Employed,10.0,0,47915,26228.0,74143,295041,24,547.0,2,6702,3.0743,371352.0,0.7945,Urban,Rejected
LN005502,44,Female,Not Graduate,Self-Employed,5.0,1,34747,0.0,34747,107745,360,730.0,0,0,0.1033,163230.0,0.6601,Semiurban,Approved
LN005503,24,Female,Graduate,Self-Employed,9.0,4,12886,0.0,12886,40006,180,761.0,0,0,0.2067,46822.0,0.8544,Semiurban,Approved
LN005504,64,Male,Graduate,Self-Employed,4.0,2,89647,0.0,89647,166404,360,704.0,2,19951,2.7325,113165.0,1.4705,Rural,Rejected
LN005505,39,Male,Graduate,Salaried,4.0,1,48096,0.0,48096,178156,360,706.0,1,4849,1.3331,253360.0,0.7032,Rural,Rejected
LN005506,46,Female,Graduate,Salaried,2.0,0,21556,0.0,21556,39211,240,700.0,1,9104,5.1588,24369.0,1.6091,Rural,Rejected
LN005507,31,Female,Graduate,Self-Employed,5.0,0,63385,22787.0,86172,213441,12,674.0,1,8618,3.6769,258437.0,0.8259,Semiurban,Approved
LN005508,60,Male,Graduate,Salaried,,2,41083,,65014,138498,240,627.0,2,11550,2.2383,295535.0,0.4686,Urban,Rejected
LN005509,63,Male,Not Graduate,Salaried,1.0,1,55566,35067.0,90633,435757,60,716.0,1,7159,1.9094,1019013.0,0.4276,Rural,Rejected
LN005510,31,Male,Graduate,Salaried,4.0,0,42539,0.0,42539,75752,36,768.0,1,9507,3.2754,98158.0,0.7717,Urban,Approved
LN005511,23,Female,Not Graduate,Salaried,17.0,0,38659,0.0,38659,120567,60,589.0,0,0,0.6236,132961.0,0.9068,Urban,Rejected
LN005512,32,Male,Graduate,Self-Employed,5.0,1,70388,0.0,70388,256580,240,716.0,1,5261,1.0792,386264.0,0.6643,Rural,Approved
LN005513,23,Female,Graduate,Salaried,9.0,0,54722,15534.0,70256,219981,240,671.0,2,8355,1.5835,236157.0,0.9315,Urban,Rejected
LN005514,62,Male,Graduate,Salaried,3.0,4,40148,32857.0,73005,278616,120,424.0,0,0,0.3815,208619.0,1.3355,Rural,Rejected
LN005515,47,Male,Graduate,Business,13.0,0,35176,0.0,35176,56645,180,632.0,3,35141,12.0952,139861.0,0.405,Urban,Rejected
LN005516,22,Male,Graduate,Salaried,1.0,4,48678,0.0,48678,231014,180,580.0,0,0,0.3163,231101.0,0.9996,Rural,Rejected
LN005517,36,Female,Graduate,Salaried,7.0,2,49339,0.0,49339,135272,180,692.0,0,0,0.1827,167708.0,0.8066,Semiurban,Approved
LN005518,22,Male,Not Graduate,Business,9.0,1,92700,4165.0,96865,292043,180,623.0,0,0,0.2009,337567.0,0.8651,Semiurban,Approved
LN005519,50,Male,Graduate,Salaried,10.0,1,46278,46423.0,92701,313552,240,550.0,3,20828,2.8652,163840.0,1.9138,Rural,Rejected
LN005520,40,Female,Graduate,Business,3.0,1,59560,0.0,59560,223652,120,672.0,1,3722,1.1253,387328.0,0.5774,Rural,Rejected
LN005521,58,Female,Graduate,Salaried,2.0,2,42007,0.0,42007,81471,84,603.0,0,0,0.2768,122072.0,0.6674,Urban,Approved
LN005522,48,Male,Not Graduate,Salaried,12.0,0,54405,0.0,54405,151492,84,648.0,1,5733,1.6622,356436.0,0.425,Semiurban,Rejected
LN005523,45,Male,Graduate,Salaried,13.0,0,46397,0.0,46397,166404,84,722.0,0,0,0.5124,,0.5503,Rural,Approved
LN005524,52,Female,Graduate,Self-Employed,6.0,1,78658,0.0,78658,263324,360,640.0,0,0,0.1115,330218.0,0.7974,Urban,Approved
LN005525,30,Female,Graduate,Business,20.0,0,117081,35690.0,152771,256774,60,530.0,1,11509,1.2401,304589.0,0.843,Urban,Rejected
LN005526,62,Male,Graduate,Business,14.0,0,152899,0.0,152899,630747,240,658.0,0,0,0.2063,433145.0,1.4562,Semiurban,Approved
LN005527,60,Female,Graduate,Self-Employed,1.0,3,83542,0.0,83542,238464,180,586.0,1,7754,1.304,314865.0,0.7574,Semiurban,Rejected
LN005528,53,Male,Graduate,Salaried,3.0,3,31836,0.0,31836,49921,240,606.0,4,45917,17.386,118565.0,0.421,Urban,Rejected
LN005529,33,Female,Graduate,Business,8.0,3,62117,0.0,62117,266370,180,661.0,1,7359,1.7074,379254.0,0.7024,Urban,Rejected
