Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Length,Age,Loan_Status
A15523,Male,No,0,Graduate,No,39161,17227,148760,300,1,Semiurban,28,51,1
A15524,Male,Yes,2,Graduate,Yes,48363,8491,270396,300,1,Urban,4,27,0
A15525,Male,Yes,0,Graduate,No,36430,13606,175034,180,0,Semiurban,16,36,0
A15526,Female,No,0,Not Graduate,Yes,53171,40371,268757,240,1,Urban,29,47,1
A15527,Male,No,2,Graduate,No,50596,1014,187445,300,0,Semiurban,29,58,0
A15528,Male,Yes,0,Graduate,No,49564,2922,122989,180,1,Semiurban,2,33,1
A15529,Male,Yes,1,Graduate,Yes,52250,16751,238392,300,1,Semiurban,0,42,0
A15530,Male,Yes,0,Not Graduate,Yes,62267,22067,244812,240,0,Urban,15,57,0
A15531,Male,Yes,1,Graduate,No,60546,23635,101565,360,1,Rural,2,43,1
A15532,Female,No,0,Not Graduate,Yes,34408,17881,290858,360,1,Rural,16,39,0
A15533,Female,Yes,0,Graduate,No,39880,0,321668,360,1,Urban,3,26,0
A15534,Male,Yes,1,Graduate,No,63865,12804,250134,360,0,Rural,20,32,0
A15535,Male,No,1,Graduate,Yes,38257,0,206189,180,1,Semiurban,2,31,0
A15536,Male,Yes,1,Graduate,No,57378,18949,360935,240,0,Semiurban,0,32,0
A15537,Female,Yes,1,Graduate,No,62592,19557,243124,360,1,Urban,5,28,1
A15538,Male,Yes,0,Graduate,No,25376,13737,215777,180,1,Rural,25,31,1
A15539,Male,Yes,0,Graduate,No,43904,3170,335991,360,1,Rural,10,30,0
A15540,Male,Yes,1,Graduate,No,62225,6810,328213,240,1,Semiurban,7,49,0
A15541,Female,Yes,1,Graduate,Yes,47795,0,84866,360,1,Urban,25,35,1
A15542,Female,Yes,1,Graduate,No,43937,14485,159666,480,1,Semiurban,29,54,1
A15543,Female,No,1,Not Graduate,No,62466,46682,246853,360,1,Urban,28,21,1
A15544,Female,No,0,Graduate,Yes,66558,13979,298187,300,0,Semiurban,28,59,0
A15545,Male,Yes,0,Graduate,Yes,39823,10798,106757,360,1,Semiurban,5,26,1
A15546,Male,Yes,0,Not Graduate,No,76506,17169,272629,180,0,Urban,4,49,0
A15547,Male,Yes,2,Graduate,No,23236,3495,167634,480,1,Urban,4,47,0
A15548,Male,Yes,1,Not Graduate,No,27393,3841,257397,300,1,Semiurban,17,54,0
A15549,Male,No,1,Graduate,No,43184,8810,154642,480,0,Urban,24,33,0
A15550,Male,Yes,0,Graduate,Yes,44982,23850,50000,360,1,Semiurban,9,59,1
A15551,Male,Yes,0,Graduate,No,45668,18335,58307,300,0,Urban,13,38,0
A15552,Female,Yes,2,Graduate,Yes,41982,13406,109913,360,0,Rural,22,34,0
A15553,Female,Yes,2,Graduate,No,39115,22488,152675,300,1,Rural,14,41,1
A15554,Female,Yes,0,Graduate,No,46695,32086,199425,360,1,Rural,14,52,1
A15555,Female,No,1,Not Graduate,No,41152,22361,158592,360,1,Urban,26,51,1
A15556,Male,No,0,Graduate,No,60228,4820,196210,300,1,Rural,4,56,0
A15557,Female,No,0,Graduate,No,50459,0,160289,240,1,Urban,1,49,1
A15558,Male,No,1,Graduate,No,46682,0,199624,480,1,Rural,5,44,1
A15559,Female,No,1,Not Graduate,Yes,48918,23690,274453,300,1,Urban,29,49,0
A15560,Male,Yes,1,Graduate,No,66712,7422,198802,240,1,Rural,9,30,1
A15561,Female,Yes,0,Graduate,No,42748,23183,243268,360,0,Urban,7,56,0
A15562,Male,No,0,Not Graduate,No,30899,10452,257149,360,0,Semiurban,17,23,0
A15563,Male,Yes,0,Not Graduate,Yes,35339,18880,187373,360,1,Rural,29,44,0
A15564,Female,Yes,0,Graduate,No,46504,22010,56731,180,0,Semiurban,20,57,0
A15565,Male,Yes,0,Not Graduate,No,57222,7171,220215,300,1,Semiurban,12,42,1
A15566,Female,Yes,0,Graduate,No,63197,23227,146072,300,0,Semiurban,6,34,0
A15567,Female,Yes,0,Not Graduate,Yes,74729,8402,268992,480,0,Rural,18,22,0
A15568,Female,Yes,0,Graduate,No,61087,7979,309252,300,1,Semiurban,3,42,0
A15569,Female,Yes,1,Not Graduate,Yes,36755,23210,179396,360,1,Semiurban,26,44,0
A15570,Female,No,1,Not Graduate,No,46951,21320,213114,180,0,Urban,8,38,0
A15571,Male,Yes,1,Graduate,No,17545,19600,253428,360,1,Rural,28,38,0
A15572,Female,No,0,Graduate,No,45326,3972,134968,240,1,Urban,6,56,1
A15573,Female,Yes,0,Graduate,No,40923,11159,200738,360,1,Urban,9,50,1
A15574,Female,Yes,0,Graduate,Yes,15304,21890,76199,360,1,Rural,19,57,1
A15575,Male,Yes,0,Graduate,No,81613,37837,283545,360,1,Urban,4,22,1
A15576,Female,Yes,0,Not Graduate,No,44330,33111,334887,360,1,Urban,6,39,0
A15577,Female,Yes,0,Graduate,Yes,18391,10320,207995,360,1,Rural,1,56,0
A15578,Female,No,1,Graduate,No,45887,8408,139855,360,1,Rural,29,58,1
A15579,Male,No,3,Graduate,No,74761,32299,220920,360,1,Urban,8,33,1
A15580,Male,No,0,Graduate,No,78606,21006,98008,360,1,Semiurban,28,35,1
A15581,Male,Yes,2,Graduate,No,50875,10321,165124,300,0,Urban,19,46,0
A15582,Female,Yes,0,Graduate,No,51445,16266,166544,360,0,Rural,28,44,0
A15583,Female,Yes,1,Not Graduate,Yes,68383,2506,158261,480,0,Urban,11,53,0
A15584,Male,Yes,1,Not Graduate,No,47742,25089,217536,300,1,Urban,27,23,1
A15585,Male,Yes,2,Not Graduate,No,56904,28998,234714,360,0,Rural,7,57,0
A15586,Male,Yes,0,Not Graduate,No,62593,30400,201140,300,1,Semiurban,5,29,1
A15587,Male,Yes,0,Graduate,No,33860,26258,272072,300,0,Rural,27,35,0
A15588,Female,Yes,0,Graduate,No,73051,11796,231227,300,1,Urban,10,45,1
A15589,Female,Yes,0,Graduate,No,36804,23941,160475,240,1,Urban,8,59,1
A15590,Male,Yes,2,Graduate,No,40493,29607,191357,480,1,Urban,23,51,1
A15591,Male,Yes,1,Graduate,No,51497,24450,193528,300,1,Semiurban,5,37,1
A15592,Male,No,1,Graduate,No,64094,23532,169340,300,1,Urban,20,46,1
A15593,Female,Yes,0,Graduate,No,60161,16912,240771,360,1,Urban,12,58,1
A15594,Male,Yes,2,Graduate,No,49259,5941,50000,240,1,Rural,21,51,1
A15595,Male,Yes,0,Graduate,No,54262,33553,202568,360,0,Urban,29,35,0
A15596,Male,Yes,0,Graduate,No,66099,14633,224744,360,1,Semiurban,23,27,1
A15597,Female,No,2,Graduate,No,50125,27142,247924,240,0,Semiurban,19,40,0
A15598,Female,No,0,Graduate,No,37819,39780,288666,480,1,Urban,9,30,1
A15599,Female,Yes,0,Not Graduate,No,40956,24084,188745,360,1,Semiurban,11,25,0
A15600,Male,Yes,0,Graduate,No,63639,26749,266541,240,0,Urban,4,36,0
A15601,Male,No,1,Graduate,Yes,37831,5643,248844,360,0,Urban,28,29,0
A15602,Male,Yes,1,Graduate,No,26482,7725,221139,300,1,Urban,4,51,0
A15603,Female,No,0,Not Graduate,No,45437,27649,88689,360,1,Rural,3,23,1
A15604,Male,Yes,1,Graduate,No,48869,9504,287237,360,1,Rural,19,21,0
A15605,Male,Yes,1,Graduate,Yes,62907,1586,207706,240,1,Semiurban,7,46,1
A15606,Female,No,2,Graduate,No,28133,0,179836,180,1,Rural,10,47,0
A15607,Female,Yes,1,Graduate,Yes,55197,12833,107441,360,0,Rural,13,49,0
A15608,Male,Yes,1,Graduate,No,67268,12707,50000,360,1,Semiurban,29,52,1
A15609,Male,Yes,1,Not Graduate,No,37739,24978,352182,240,1,Urban,28,48,0
A15610,Male,Yes,0,Graduate,Yes,51224,5108,224548,240,1,Urban,22,50,1
A15611,Female,No,0,Graduate,No,17741,28774,111440,180,1,Urban,15,46,1
A15612,Female,Yes,0,Graduate,No,63097,2873,99145,240,1,Semiurban,20,42,1
A15613,Male,Yes,0,Graduate,No,61933,3140,177706,360,1,Semiurban,20,44,1
A15614,Male,No,0,Not Graduate,No,49700,16384,264642,240,1,Semiurban,27,46,1
A15615,Female,Yes,0,Not Graduate,No,30090,15531,250493,300,1,Semiurban,20,27,0
A15616,Female,Yes,0,Graduate,No,60003,20796,254556,360,1,Urban,6,21,1
A15617,Male,No,0,Graduate,No,46325,3243,129009,300,1,Urban,23,43,1
A15618,Male,No,0,Not Graduate,No,10000,18530,185692,360,0,Semiurban,21,22,0
A15619,Male,Yes,1,Graduate,No,61673,0,210166,360,1,Semiurban,27,31,1
A15620,Male,Yes,2,Graduate,No,67454,0,195462,240,1,Urban,16,27,1
A15621,Female,No,0,Not Graduate,No,70089,33280,243668,300,0,Urban,26,34,0
A15622,Female,No,0,Graduate,No,30844,25465,325895,300,1,Urban,16,33,1
A15623,Female,No,0,Graduate,No,21248,14962,216829,300,1,Semiurban,17,21,1
A15624,Male,Yes,0,Graduate,No,43844,0,153208,300,1,Rural,5,47,1
A15625,Female,Yes,0,Not Graduate,No,57767,10419,83775,300,1,Rural,8,23,1
A15626,Male,Yes,1,Graduate,No,35858,19487,214067,240,1,Semiurban,15,57,1
A15627,Male,No,0,Graduate,No,26134,10397,147225,300,1,Semiurban,7,47,1
A15628,Male,No,1,Not Graduate,No,60868,30612,234288,360,1,Urban,18,34,1
A15629,Male,Yes,1,Not Graduate,No,44821,21292,229171,360,1,Rural,5,49,0
A15630,Female,Yes,0,Graduate,No,59338,5768,325081,180,1,Urban,15,40,1
A15631,Male,Yes,0,Graduate,No,50236,0,217106,180,1,Semiurban,17,57,1
A15632,Male,No,0,Graduate,No,47508,23746,236447,360,1,Urban,21,38,1
A15633,Male,Yes,0,Graduate,No,49037,23410,147578,240,1,Semiurban,12,42,1
A15634,Male,Yes,0,Graduate,Yes,44623,22560,85426,300,1,Urban,4,50,1
A15635,Male,Yes,3,Not Graduate,No,43121,31853,285957,300,1,Semiurban,28,32,1
A15636,Male,Yes,2,Graduate,No,33480,19576,296521,360,1,Urban,23,54,1
A15637,Female,Yes,2,Graduate,No,57250,15938,173538,240,1,Urban,26,46,1
A15638,Male,No,0,Graduate,Yes,68713,22644,50000,360,1,Rural,9,56,1
A15639,Male,No,0,Graduate,No,42492,27347,308869,300,1,Urban,22,56,1
A15640,Male,Yes,0,Graduate,No,77991,21874,295056,360,1,Rural,1,38,1
A15641,Female,Yes,0,Not Graduate,No,55648,15314,190659,360,0,Urban,7,45,0
A15642,Male,No,0,Graduate,No,53872,24682,285505,360,1,Semiurban,17,25,1
A15643,Male,Yes,1,Graduate,No,59825,15961,196717,240,1,Rural,13,47,1
A15644,Male,Yes,0,Graduate,Yes,64626,10120,217363,300,0,Semiurban,5,57,0
A15645,Male,No,2,Graduate,No,43181,16214,69916,240,1,Urban,28,32,1
A15646,Male,No,2,Graduate,No,58322,11809,297762,240,1,Rural,3,59,0
A15647,Female,No,0,Graduate,Yes,65699,14141,59757,360,0,Semiurban,22,42,0
A15648,Female,Yes,2,Graduate,No,44309,6539,337716,360,1,Semiurban,7,31,0
A15649,Male,Yes,0,Graduate,No,50071,24990,345829,240,0,Rural,0,30,0
A15650,Female,Yes,0,Graduate,No,38491,17138,50000,360,1,Urban,15,56,1
A15651,Female,Yes,1,Graduate,No,42604,22105,324556,300,0,Semiurban,3,58,0
A15652,Male,No,0,Graduate,No,44754,19822,180899,300,1,Semiurban,27,38,1
A15653,Male,Yes,2,Graduate,No,36437,5978,233779,480,1,Semiurban,23,31,1
A15654,Male,No,1,Graduate,No,49055,28231,87157,240,1,Semiurban,10,36,1
A15655,Male,Yes,2,Not Graduate,No,54962,12748,174193,240,0,Rural,22,45,0
A15656,Female,Yes,3,Graduate,No,56419,11388,105512,300,0,Urban,16,23,0
A15657,Female,No,0,Graduate,No,37872,17144,136857,480,1,Urban,3,22,1
A15658,Female,Yes,0,Graduate,No,40905,17340,297778,240,1,Urban,15,47,0
A15659,Female,Yes,0,Graduate,No,62763,41006,279932,360,1,Rural,19,31,1
A15660,Male,Yes,0,Not Graduate,No,40869,20964,265638,360,1,Urban,12,26,1
A15661,Male,Yes,0,Graduate,No,62362,10144,156871,480,1,Semiurban,11,48,1
A15662,Female,Yes,2,Graduate,No,39013,33980,144773,300,1,Semiurban,27,23,1
A15663,Male,Yes,0,Graduate,No,55654,0,68050,300,1,Urban,29,35,1
A15664,Female,Yes,3,Graduate,No,61285,10179,254240,360,1,Semiurban,26,26,1
A15665,Female,No,1,Graduate,No,10254,9443,354930,240,0,Urban,21,35,0
A15666,Female,Yes,0,Graduate,No,63027,14957,316462,300,1,Rural,6,56,1
A15667,Female,Yes,0,Graduate,No,69561,18461,202454,360,1,Rural,12,37,1
A15668,Male,Yes,0,Not Graduate,No,45366,19356,239467,360,0,Semiurban,6,50,0
A15669,Female,Yes,0,Graduate,No,55186,19171,219794,240,1,Semiurban,28,26,1
A15670,Female,Yes,0,Graduate,No,37413,21299,272756,360,1,Urban,23,31,1
A15671,Male,Yes,0,Graduate,No,55452,14397,339368,360,1,Urban,5,57,0
A15672,Female,Yes,1,Not Graduate,No,86915,27895,154432,300,1,Semiurban,27,28,1
A15673,Male,No,0,Graduate,No,17048,0,157407,300,1,Semiurban,16,37,1
A15674,Female,No,1,Graduate,No,42489,0,177029,300,1,Semiurban,23,21,1
A15675,Male,No,2,Graduate,No,61951,22407,197372,480,1,Urban,22,21,1
A15676,Male,Yes,0,Graduate,No,68923,11687,258266,360,1,Urban,13,59,1
A15677,Male,Yes,0,Graduate,No,29263,32173,194623,300,1,Semiurban,6,50,1
A15678,Female,No,1,Graduate,No,40427,25426,131726,360,1,Urban,17,40,1
A15679,Male,Yes,3,Graduate,No,41295,20888,132782,360,0,Urban,0,43,0
A15680,Male,No,0,Not Graduate,No,40205,10132,105981,360,0,Semiurban,16,51,0
A15681,Male,Yes,0,Graduate,No,48257,21758,191437,180,1,Urban,24,43,1
A15682,Female,Yes,0,Graduate,No,28569,11035,282704,300,0,Urban,19,25,0
A15683,Male,No,0,Graduate,No,46182,15596,233626,300,0,Semiurban,4,26,0
A15684,Male,No,0,Graduate,No,35957,11737,245070,240,1,Urban,10,56,1
A15685,Female,No,0,Graduate,No,48967,17591,113263,300,1,Urban,14,37,1
A15686,Male,No,1,Graduate,No,39423,12491,106176,300,1,Urban,20,57,1
A15687,Female,Yes,0,Graduate,Yes,47464,25006,214269,180,1,Rural,27,47,0
A15688,Male,Yes,0,Graduate,No,34453,19526,299705,360,1,Urban,12,30,1
A15689,Female,No,0,Graduate,No,64290,9908,267586,300,1,Rural,3,48,1
A15690,Male,Yes,2,Graduate,No,45116,10525,146114,180,0,Rural,24,22,0
A15691,Male,Yes,0,Graduate,No,50207,2299,383298,480,0,Rural,1,27,0
A15692,Female,Yes,3,Graduate,No,47812,0,50000,360,1,Semiurban,20,28,1
A15693,Male,Yes,0,Graduate,No,50108,24327,202321,180,1,Urban,25,56,1
A15694,Female,Yes,0,Graduate,No,50032,11438,208218,360,0,Rural,6,53,0
A15695,Male,Yes,0,Graduate,No,62077,2826,183268,300,1,Semiurban,14,21,1
A15696,Male,No,1,Graduate,No,45708,19444,242053,240,1,Semiurban,29,51,1
A15697,Male,No,0,Not Graduate,Yes,39203,7785,183818,180,1,Semiurban,9,32,0
A15698,Female,Yes,1,Not Graduate,Yes,50625,14306,80370,360,1,Urban,25,44,1
A15699,Male,Yes,1,Not Graduate,No,40806,2077,192915,480,0,Urban,19,36,0
A15700,Male,Yes,1,Graduate,No,48876,21490,213167,240,1,Rural,22,37,1
A15701,Male,Yes,0,Graduate,Yes,34219,15880,272924,300,1,Rural,26,31,0
A15702,Male,Yes,2,Graduate,No,65746,19997,313404,240,1,Urban,12,55,1
A15703,Male,Yes,0,Graduate,Yes,38292,10723,131560,360,1,Rural,0,45,0
A15704,Female,Yes,0,Graduate,No,67991,17471,333775,360,1,Urban,23,56,1
A15705,Male,Yes,0,Graduate,No,49083,446,165751,240,1,Urban,9,24,1
A15706,Female,Yes,1,Graduate,No,62842,37745,159159,300,1,Semiurban,3,33,1
A15707,Male,Yes,0,Graduate,No,38490,19147,167121,240,0,Semiurban,2,57,0
A15708,Female,Yes,0,Not Graduate,No,20497,32074,50000,240,1,Rural,2,59,1
A15709,Female,Yes,0,Graduate,No,25267,12338,166198,240,1,Semiurban,9,24,1
A15710,Male,Yes,0,Graduate,No,87543,4501,304880,360,0,Semiurban,27,24,0
A15711,Female,No,0,Graduate,No,41030,10084,238188,180,1,Rural,23,28,1
A15712,Male,Yes,0,Not Graduate,No,66442,14561,218204,360,0,Semiurban,14,29,0
A15713,Female,No,0,Graduate,No,30533,13834,228056,240,1,Urban,12,34,0
A15714,Female,Yes,0,Graduate,Yes,52682,33615,300915,300,1,Semiurban,14,24,1
A15715,Male,No,2,Graduate,No,55226,6442,129760,300,1,Rural,26,56,1
A15716,Male,Yes,0,Graduate,No,92546,8952,272310,300,1,Rural,13,43,1
A15717,Male,No,0,Graduate,No,45232,22130,205321,240,1,Urban,18,58,1
A15718,Male,Yes,0,Not Graduate,No,39330,0,137290,300,1,Urban,1,40,0
A15719,Male,No,1,Graduate,No,55264,14594,237091,360,0,Urban,23,50,0
A15720,Male,Yes,0,Graduate,Yes,36128,16417,206705,300,1,Rural,6,51,0
A15721,Male,Yes,0,Not Graduate,No,56143,19333,135461,180,1,Rural,11,22,1
A15722,Female,No,0,Graduate,No,49197,18488,114437,300,0,Urban,27,36,0
A15723,Male,Yes,3,Graduate,No,38692,34877,165208,300,1,Semiurban,27,31,1
A15724,Male,No,1,Graduate,No,57415,6152,159119,300,1,Semiurban,19,40,1
A15725,Female,Yes,0,Not Graduate,Yes,51624,8556,297676,300,1,Semiurban,21,26,0
A15726,Male,Yes,0,Graduate,No,61404,21094,182860,240,0,Urban,25,58,0
A15727,Male,No,0,Graduate,No,74786,17263,170152,480,1,Rural,23,46,1
A15728,Male,Yes,0,Graduate,Yes,42475,18512,290304,360,0,Semiurban,23,42,0
A15729,Female,Yes,1,Not Graduate,Yes,43827,948,307972,360,1,Rural,1,35,0
A15730,Female,No,0,Graduate,No,29815,36810,133482,300,0,Semiurban,2,25,0
A15731,Male,No,1,Graduate,No,57815,19515,100498,360,1,Rural,15,25,1
A15732,Female,No,0,Graduate,No,40328,0,241218,300,1,Semiurban,7,59,0
A15733,Male,Yes,1,Graduate,Yes,55182,21113,183409,360,1,Urban,26,28,1
A15734,Female,Yes,0,Not Graduate,No,67482,3966,156382,180,0,Semiurban,15,29,0
A15735,Female,Yes,0,Graduate,Yes,39734,24291,283064,180,1,Rural,28,48,0
A15736,Female,Yes,1,Not Graduate,Yes,42885,1844,179153,360,1,Urban,8,44,0
A15737,Male,No,0,Graduate,No,65217,25060,353455,360,0,Rural,18,36,0
A15738,Male,Yes,1,Graduate,No,60611,2792,203814,360,1,Semiurban,17,40,1
A15739,Male,Yes,2,Not Graduate,No,59022,5256,213130,300,1,Urban,20,32,0
A15740,Female,Yes,0,Graduate,No,44129,16376,379181,180,1,Rural,2,32,0
A15741,Male,No,2,Graduate,No,28458,8883,224771,240,1,Semiurban,23,47,1
A15742,Female,No,0,Not Graduate,No,39322,9455,143500,300,1,Rural,28,54,1
A15743,Female,Yes,0,Graduate,No,34857,0,118362,360,0,Urban,21,46,0
A15744,Male,Yes,1,Graduate,No,58723,11702,163045,300,1,Rural,29,58,1
A15745,Female,No,1,Not Graduate,No,54267,23838,218881,360,1,Rural,25,51,0
A15746,Female,Yes,0,Graduate,No,41020,33783,272880,240,1,Semiurban,27,49,1
A15747,Female,Yes,1,Graduate,No,43581,23275,79671,240,1,Semiurban,20,37,1
A15748,Female,Yes,3,Graduate,No,57134,21847,200252,360,0,Semiurban,3,33,0
A15749,Female,Yes,0,Graduate,No,45210,0,302299,300,1,Rural,14,49,1
A15750,Male,Yes,2,Graduate,No,41282,14712,220974,480,1,Rural,0,38,0
A15751,Female,No,1,Graduate,Yes,79678,8483,308469,240,1,Semiurban,26,59,1
A15752,Male,Yes,2,Graduate,Yes,41755,0,79363,300,1,Semiurban,17,29,1
A15753,Female,Yes,0,Not Graduate,No,60029,2278,181873,240,1,Urban,4,39,1
A15754,Female,No,1,Graduate,Yes,55888,21679,209637,300,1,Urban,19,50,1
A15755,Male,No,0,Graduate,No,27151,9426,244253,360,1,Urban,29,25,1
A15756,Female,Yes,2,Not Graduate,No,39815,249,131888,480,1,Urban,15,28,1
A15757,Male,Yes,1,Graduate,No,62286,8637,233276,240,1,Semiurban,1,31,1
A15758,Male,Yes,0,Graduate,No,48027,17894,239514,240,1,Urban,4,29,1
A15759,Male,Yes,0,Graduate,No,28025,8257,194119,480,1,Rural,19,47,0
A15760,Female,Yes,2,Graduate,No,55917,2899,237595,360,1,Semiurban,16,33,1
A15761,Female,Yes,1,Graduate,No,41265,5797,225305,300,1,Rural,19,42,0
A15762,Female,Yes,0,Graduate,No,56538,23844,147329,300,0,Semiurban,5,31,0
A15763,Male,Yes,0,Graduate,Yes,90316,0,187350,360,1,Rural,16,39,1
A15764,Female,Yes,2,Graduate,No,55736,12319,100081,360,1,Rural,11,44,1
A15765,Female,Yes,0,Not Graduate,No,59182,13848,80328,360,1,Semiurban,19,49,1
A15766,Male,Yes,0,Not Graduate,No,46190,7441,220346,360,1,Rural,10,45,0
A15767,Male,Yes,2,Graduate,No,33206,5418,50000,300,1,Urban,23,49,1
A15768,Male,Yes,0,Graduate,No,65358,24834,180653,240,1,Urban,17,28,1
A15769,Female,Yes,0,Graduate,No,40912,24800,233072,300,1,Semiurban,24,33,1
A15770,Female,Yes,0,Graduate,No,46562,16053,201315,180,1,Semiurban,25,30,1
A15771,Female,Yes,2,Not Graduate,No,76902,9566,374834,360,1,Urban,21,34,0
A15772,Male,Yes,0,Graduate,No,44934,16126,234140,300,1,Urban,7,44,1
A15773,Female,No,1,Graduate,Yes,68229,19043,178511,240,1,Urban,14,36,1
A15774,Male,No,2,Not Graduate,No,55812,13881,248643,360,1,Rural,10,31,0
A15775,Male,Yes,0,Graduate,No,41703,19313,95026,240,1,Semiurban,27,50,1
A15776,Female,No,2,Graduate,No,55121,11463,280016,360,0,Urban,8,22,0
A15777,Male,Yes,0,Graduate,No,39253,0,159601,360,1,Rural,29,54,1
A15778,Female,Yes,1,Not Graduate,No,63570,13065,288524,180,0,Semiurban,2,35,0
A15779,Male,No,0,Graduate,No,68706,21849,232027,300,1,Rural,10,56,1
A15780,Female,Yes,1,Graduate,No,50735,15306,250050,300,1,Semiurban,8,33,0
A15781,Male,Yes,0,Graduate,No,70137,18436,155691,360,0,Rural,5,25,0
A15782,Male,Yes,0,Not Graduate,No,52401,12286,108420,360,1,Semiurban,11,55,1
A15783,Male,Yes,2,Graduate,No,63717,13070,107000,180,1,Semiurban,23,50,1
A15784,Male,Yes,0,Graduate,Yes,94267,16708,62742,300,1,Urban,22,41,1
A15785,Female,Yes,2,Graduate,No,87126,34435,169324,300,1,Semiurban,0,28,1
A15786,Male,Yes,0,Not Graduate,No,47261,23422,153006,240,1,Urban,21,27,1
A15787,Female,Yes,0,Graduate,No,54402,22099,280944,300,0,Urban,15,32,0
A15788,Female,Yes,2,Graduate,No,34190,17048,117312,360,1,Rural,12,35,1
A15789,Male,No,0,Graduate,No,61979,1682,375515,360,1,Semiurban,18,39,1
A15790,Male,No,2,Graduate,No,55838,27256,119874,300,1,Rural,20,59,1
A15791,Female,Yes,0,Graduate,No,38389,24072,127401,360,1,Semiurban,15,21,1
A15792,Female,Yes,0,Graduate,No,67802,18659,81599,480,1,Semiurban,17,50,1
A15793,Female,No,1,Not Graduate,No,46015,14561,200775,480,1,Rural,13,37,1
A15794,Male,Yes,0,Graduate,No,42186,20459,174247,180,1,Urban,18,44,1
A15795,Female,Yes,0,Graduate,No,55992,12688,191369,300,1,Semiurban,7,57,1
A15796,Male,Yes,1,Not Graduate,No,43023,22279,232549,300,1,Semiurban,29,49,0
A15797,Female,No,0,Not Graduate,No,49524,6620,278612,360,1,Urban,21,47,0
A15798,Female,Yes,0,Graduate,No,76193,0,106413,180,1,Urban,11,48,1
A15799,Male,Yes,2,Graduate,No,40779,2988,201568,480,1,Semiurban,10,31,1
A15800,Male,Yes,2,Graduate,No,60131,16410,268426,360,1,Urban,4,25,1
A15801,Male,Yes,0,Graduate,Yes,41247,11982,112469,240,1,Urban,15,39,1
A15802,Male,Yes,0,Graduate,Yes,35402,13522,421146,300,1,Urban,27,48,0
A15803,Female,Yes,1,Graduate,No,48776,2039,387299,240,1,Urban,18,48,0
A15804,Male,Yes,0,Not Graduate,No,90266,18019,193988,300,0,Rural,5,27,0
A15805,Male,Yes,0,Graduate,No,61724,4633,111467,360,1,Semiurban,8,56,1
A15806,Male,Yes,3,Graduate,No,56930,19965,121765,360,1,Rural,1,47,1
A15807,Female,No,0,Graduate,No,42131,852,218698,360,1,Rural,4,42,0
A15808,Female,No,1,Graduate,No,44231,6612,251177,180,1,Urban,10,31,1
A15809,Male,Yes,2,Graduate,No,27747,5268,52623,480,1,Rural,23,30,1
A15810,Male,Yes,1,Graduate,No,76925,20737,124320,300,1,Urban,21,44,1
A15811,Female,Yes,2,Graduate,Yes,54033,10381,211344,480,1,Urban,20,57,1
A15812,Female,Yes,0,Graduate,No,52729,19246,87647,300,1,Urban,15,44,1
A15813,Male,No,0,Not Graduate,No,53057,26404,176234,360,0,Semiurban,7,53,0
A15814,Male,Yes,2,Graduate,No,81352,32800,234495,360,0,Urban,1,33,0
A15815,Male,Yes,0,Not Graduate,No,54492,17311,187038,300,1,Rural,20,57,1
A15816,Male,No,1,Graduate,No,47112,3980,141259,360,0,Urban,0,27,0
A15817,Male,No,0,Not Graduate,No,76986,27512,206960,480,1,Semiurban,25,40,1
A15818,Female,Yes,1,Graduate,No,48055,30113,240550,300,0,Urban,8,46,0
A15819,Male,Yes,0,Not Graduate,No,24626,14401,126332,180,1,Semiurban,7,44,0
A15820,Female,Yes,0,Graduate,No,27094,28186,227548,360,1,Semiurban,19,49,1
A15821,Male,No,0,Graduate,No,47124,18332,225962,360,1,Urban,29,46,1
A15822,Female,No,1,Graduate,No,54374,0,241534,180,1,Semiurban,16,52,1
A15823,Female,Yes,0,Graduate,Yes,62329,8689,221030,360,1,Urban,12,37,1
A15824,Male,Yes,1,Graduate,No,36225,9948,210405,300,1,Rural,12,53,0
A15825,Male,Yes,0,Not Graduate,No,46621,11363,187522,480,1,Semiurban,17,55,1
A15826,Female,Yes,0,Graduate,No,37855,5665,176071,360,1,Rural,19,59,1
A15827,Male,Yes,1,Graduate,No,66705,5353,257839,180,1,Urban,6,51,1
A15828,Male,Yes,0,Graduate,Yes,69236,28459,192363,480,0,Urban,6,40,0
A15829,Male,Yes,0,Graduate,Yes,79373,0,242806,240,1,Urban,8,36,1
A15830,Female,No,0,Graduate,No,55273,7759,241553,360,1,Rural,12,26,1
A15831,Male,Yes,1,Graduate,No,77979,21210,124818,360,1,Urban,4,32,1
A15832,Female,Yes,2,Not Graduate,No,39606,9425,174508,360,1,Semiurban,26,59,1
A15833,Male,Yes,0,Graduate,No,53239,19003,195773,480,1,Urban,18,37,1
A15834,Female,No,0,Not Graduate,No,34087,10986,207208,360,1,Rural,9,21,0
A15835,Male,Yes,0,Graduate,No,58600,19374,234341,360,0,Urban,9,28,0
A15836,Female,No,1,Not Graduate,Yes,54271,4620,214296,360,1,Semiurban,14,27,0
A15837,Male,Yes,0,Graduate,No,13192,0,203356,360,0,Urban,18,30,0
A15838,Female,No,1,Graduate,No,66644,10989,165181,300,1,Semiurban,28,44,1
A15839,Female,No,0,Graduate,No,62830,0,284554,180,1,Urban,19,46,1
